,"Baboon 8B:1",,,,,"Baboon 9B:1",,,,,"Baboon 12B:1",,,,,"Baboon 11B:1",,,,,"Baboon 13B:1",,,,,"Baboon 5B:1",,,,,"Baboon 7B:1",,,,,
Peak,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,Class,1st Dimension Time (s),2nd Dimension Time (s),Area,S/N,
"1-Methyldecahydronaphthalene","Class1","865","1.72","254749.206","2164.947","Class1","865","1.725","158181.799","1487.916","Class1","865","1.705","4070192.30","18951.512","Class1","865","1.675","541067.953","4157.232","Class1","865","1.725","159458.155","1663.474","Class1","865","1.725","650060.570","4391.483","Class1","865","1.725","498594.532","4055.693",
"1-Methylpentyl cyclopropane","Class1","875","1.76","167871.324","130.198","Class1","870","1.8","940222.530","685.958","Class1","880","1.7","8186306.12","692.975","Class1","875","1.7","4323616.45","2790.508","Class1","875","1.76","596994.073","607.804","Class1","875","1.755","6201118.01","3374.657","Class1","875","1.76","1261115.44","816.535",
"1,3,5,7-Tetroxane","Class1","875","3.025","480861.486","949.716","Class1","875","3.02","657478.940","1513.619","Class1","880","3.18","343225979","90538.125","Class1","875","2.87","7671357.72","12447.255","Class1","875","3.045","147701.445","358.315","Class1","875","3.02","97353239.1","110480.023","Class1","875","3","15899888.1","25946.039",
"Benzene, 1,3-dimethyl-","Class1","880","1.065","225665.803","174.644","Class1","875","1.07","1039846.07","258.029","Class1","880","1.055","7250780.90","831.252","Class1","875","1.055","933597.716","443.451","Class1","875","1.07","151624.729","325.516","Class1","880","1.065","4579439.04","737.299","Class1","875","1.07","227867.897","603.300",
"cis-Decalin, 2-syn-methyl-","Class1","880","1.71","104255.903","659.118","Class1","880","1.71","43483.103","429.244","Class1","880","1.69","1030858.85","6224.343","Class1","880","1.665","169113.230","1286.306","Class1","875","1.725","71184.244","334.319","Class1","880","1.715","207229.666","1336.055","Class1","880","1.715","216610.855","1461.278",
"Cyclohexane, 3-ethyl-5-methyl-1-propyl-","Class1","880","1.495","4889548.86","9743.191","Class1","880","1.495","3096330.50","7424.110","Class1","885","1.46","13301189.3","18285.947","Class1","875","1.48","3267324.14","10631.189","Class1","885","1.49","1492665.72","3519.995","Class1","880","1.5","8157337.66","12902.396","Class1","880","1.5","11645356.8","21170.055",
"Benzene, 1-methyl-4-(1-methylpropyl)-","Class1","880","1.9","177288.719","348.064","Class1","880","1.9","90194.859","250.275","Class1","885","1.84","9609404.43","33016.887","Class1","880","1.84","334382.301","651.582","Class1","880","1.9","77402.005","290.884","Class1","885","1.87","668101.552","1235.891","Class1","880","1.905","483194.283","937.941",
"Heptane, 2,2,4,6,6-pentamethyl-","Class1","885","1.06","438154.150","696.530","Class1","885","1.075","336380.817","587.918","Class1","885","1.07","806129.403","686.927","Class1","885","1.05","2012437.60","1207.342","Class1","885","1.06","643557.470","1198.602","Class1","885","1.075","2199974.33","2050.003","Class1","885","1.085","2191913.01","2881.167",
"1H-Indene, 2,3-dihydro-1,2-dimethyl-","Class1","885","2.015","31008.256","189.515","Class1","885","2.015","34033.469","114.300","Class1","885","1.975","3311309.38","8909.630","Class1","885","1.96","126467.617","406.958","Class1","885","2.01","14588.959","114.216","Class1","885","2.005","298993.712","826.348","Class1","890","1.995","277550.551","995.797",
"1H-Indene, 2,3-dihydro-5-methyl-","Class1","885","2.175","511794.488","1780.000","Class1","885","2.175","345948.603","1350.153","Class1","890","2.095","18889193.7","48141.488","Class1","885","2.12","1100928.57","3308.167","Class1","885","2.18","342081.074","1731.401","Class1","885","2.17","2280082.49","6948.916","Class1","885","2.175","1146105.77","3978.784",
"Analyte 1177","Class1","890","2.04","91370.054","600.796","Class1","890","2.025","93778.286","803.327","Class1","895","1.95","562055.989","5200.875","Class1","890","1.99","563347.310","3883.917","Class1","890","2.025","251379.060","1866.339","Class1","890","2.025","335032.937","2468.225","Class1","890","2.035","168290.227","1243.913",
"Decane, 2,5,6-trimethyl-","Class1","890","1.36","7045572.13","17263.535","Class1","890","1.33","13781656.9","15027.392","Class1","890","1.325","105003392","16776.557","Class1","895","1.335","12602371.2","22510.592","Class1","895","1.33","6921296.76","13733.200","Class1","895","1.345","8831253.03","14875.637","Class1","890","1.335","92575919.1","26447.666",
"Cyclohexane, 1,5-diethyl-2,3-dimethyl-","Class1","890","1.515","842162.338","4721.954","Class1","890","1.51","672501.174","3201.438","Class1","895","1.485","5805381.25","12149.887","Class1","890","1.495","2355192.09","8552.722","Class1","890","1.515","460636.660","3197.136","Class1","890","1.515","1966275.33","6882.305","Class1","900","1.485","5300757.41","4536.726",
"1-Octene, 6-methyl-","Class1","895","1.75","63036.231","95.871","Class1","890","1.755","325427.471","449.173","Class1","895","1.7","764509.807","1454.052","Class1","890","1.725","1815003.26","1813.177","Class1","890","1.765","175837.744","331.990","Class1","895","1.73","2231143.62","2191.006","Class1","890","1.77","110501.231","241.530",
"Hexane, 3,3-dimethyl-","Class1","895","1.105","94312.413","534.408","Class1","895","1.105","86845.335","402.654","Class1","895","1.1","133800.777","619.100","Class1","895","1.1","373252.257","1403.519","Class1","895","1.105","149069.956","781.644","Class1","895","1.11","352926.546","1673.223","Class1","895","1.105","296521.347","1534.400",
"Benzene, 1-methyl-4-(1-methylpropyl)-","Class1","895","1.86","324897.739","914.591","Class1","895","1.855","156399.435","531.659","Class1","895","1.825","12003566.0","34389.137","Class1","895","1.845","734094.585","1857.706","Class1","895","1.875","120302.781","510.094","Class1","895","1.855","1362745.83","4180.385","Class1","895","1.86","884018.349","3080.874",
"3,4-Dimethylcumene","Class1","895","1.885","112944.652","464.929","Class1","895","1.885","63169.085","264.623","Class1","895","1.85","7514656.93","29835.844","Class1","895","1.87","293722.610","1007.957","Class1","895","1.89","56171.832","256.332","Class1","895","1.87","464095.350","2140.186","Class1","895","1.895","437390.992","2363.045",
"45639","Class1","900","1.265","32141.203","363.498","Class1","900","1.27","9856.285","111.906","Class1","900","1.255","88951.189","1026.202","Class1","900","1.265","25495.596","291.213","Class1","900","1.275","7474.857","83.689","Class1","900","1.26","14221.682","137.823","Class1","900","1.27","14281.885","168.046",
"1H-Indene, 2,3-dihydro-5-methyl-","Class1","905","2.175","519067.222","1944.662","Class1","905","2.18","319689.346","1343.973","Class1","905","2.115","25157111.9","69329.594","Class1","905","2.19","1151931.81","3786.780","Class1","905","2.18","300143.555","1686.707","Class1","905","2.175","3002689.04","9958.756","Class1","905","2.18","1383322.88","5408.800",
"Benzene, 1-methyl-4-butyl","Class1","905","1.86","166911.907","435.458","Class1","905","1.86","115887.153","351.450","Class1","910","1.785","9955622.89","26553.973","Class1","905","1.865","360595.533","819.915","Class1","905","1.86","102481.020","426.769","Class1","905","1.855","567480.949","1336.586","Class1","905","1.86","530061.586","1300.785",
"Benzene, 1,2,3,4-tetramethyl-","Class1","905","2.065","454840.047","1213.975","Class1","905","2.07","292254.626","946.712","Class1","910","1.98","25287183.4","76460.016","Class1","905","2.075","1203573.36","2837.934","Class1","905","2.065","312380.475","1395.220","Class1","905","2.065","2657492.54","6452.114","Class1","905","2.065","2063052.92","5707.888",
"Cyclohexane, 3-ethyl-5-methyl-1-propyl-","Class1","905","1.49","75761.280","524.539","Class1","905","1.49","52146.993","371.011","Class1","910","1.47","1503222.75","5550.084","Class1","905","1.5","203507.690","1123.702","Class1","910","1.485","98858.673","541.077","Class1","910","1.485","407062.617","1975.712","Class1","910","1.485","574361.304","3248.346",
"45361","Class1","910","1.155","35687740.4","355138.781","Class1","910","1.15","23790651.1","90198.859","Class1","910","1.11","110149920","74904.391","Class1","910","1.155","28052730.7","63889.809","Class1","910","1.15","24199889.9","99346.797","Class1","910","1.185","63972801.5","98485.406","Class1","910","1.15","3491438.60","8918.685",
"Pentane, 3-ethyl-2,2-dimethyl-","Class1","915","1.125","176589.782","492.744","Class1","910","1.125","264627.432","361.558","Class1","915","1.11","105142.926","326.486","Class1","915","1.13","643167.742","940.612","Class1","910","1.13","201190.050","642.940","Class1","915","1.125","241309.469","1435.662","Class1","915","1.125","598409.137","1579.667",
"Azulene","Class1","915","2.515","53594.674","165.365","Class1","915","2.52","55985.659","202.880","Class1","915","2.395","254111.819","688.480","Class1","915","2.55","167219.902","478.306","Class1","915","2.52","62118.384","280.301","Class1","915","2.51","112003.242","323.805","Class1","915","2.515","339432.143","1067.105",
"Benzene, pentyl-","Class1","915","1.845","219766.309","735.752","Class1","915","1.845","167033.237","610.860","Class1","915","1.785","4347244.05","12161.307","Class1","915","1.865","424081.795","1266.980","Class1","915","1.85","157158.312","705.567","Class1","915","1.845","545848.779","1722.319","Class1","915","1.845","509583.403","1591.626",
"Decalin, syn-1-methyl-, cis-","Class1","915","1.745","42328.447","203.719","Class1","915","1.745","28512.613","178.198","Class1","920","1.68","877321.297","4526.722","Class1","915","1.76","102693.421","436.194","Class1","915","1.745","30852.587","237.110","Class1","915","1.745","122552.688","507.995","Class1","915","1.74","97027.522","424.575",
"Cyclohexane, 1,2,4,5-tetraethyl-, (1à,2à,4à,5à)-","Class1","920","1.41","604608.870","6789.759","Class1","920","1.405","530881.963","5795.353","Class1","920","1.38","1777872.91","14067.861","Class1","920","1.42","1833480.45","15693.226","Class1","920","1.405","365223.549","4585.862","Class1","920","1.41","1284003.18","11035.332","Class1","920","1.41","1818278.72","17017.758",
"Benzene, 1-methyl-4-(1-methylpropyl)-","Class1","920","1.855","146187.085","621.346","Class1","920","1.855","87562.382","397.343","Class1","920","1.79","10422509.4","37710.410","Class1","920","1.875","389458.788","1314.428","Class1","920","1.86","84352.945","461.930","Class1","920","1.855","736319.330","2763.815","Class1","920","1.855","528627.840","2254.762",
"Analyte 1236","Class1","925","1.425","393294.020","4391.940","Class1","925","1.42","303250.015","3459.489","Class1","925","1.405","1257281.36","10564.729","Class1","925","1.435","943887.771","8452.680","Class1","925","1.415","203409.526","2343.396","Class1","925","1.425","670568.564","6116.359","Class1","925","1.415","1175062.47","9392.814",
"Spiro[5.6]dodecane","Class1","925","1.57","69712.752","738.596","Class1","925","1.57","46190.462","537.618","Class1","925","1.545","1881435.77","8725.541","Class1","925","1.59","151621.551","1460.898","Class1","925","1.57","28999.064","325.376","Class1","925","1.575","136969.627","1331.485","Class1","925","1.575","261378.419","2097.304",
"Naphthalene, 1,2,3,4-tetrahydro-","Class1","925","2.25","280406.208","748.745","Class1","925","2.255","154878.206","435.179","Class1","925","2.16","11653665.0","35410.984","Class1","925","2.285","530215.725","1159.816","Class1","925","2.25","156537.732","443.161","Class1","925","2.245","1539031.79","3449.245","Class1","925","2.25","637463.407","1675.369",
"Cycloprop[a]indene, 1,1a,6,6a-tetrahydro-","Class1","925","2.4","27046.758","140.967","Class1","925","2.405","18783.972","114.225","Class1","930","2.265","340360.284","999.937","Class1","925","2.435","57090.996","288.857","Class1","925","2.405","20245.850","140.997","Class1","925","2.395","83953.777","453.311","Class1","925","2.41","21845.535","112.938",
"2-Methyladamantane","Class1","930","1.885","72993.592","318.371","Class1","925","1.91","62882.874","283.237","Class1","930","1.835","1578036.49","9466.821","Class1","930","1.905","185774.669","621.184","Class1","925","1.905","57828.343","338.372","Class1","930","1.89","180257.371","697.778","Class1","930","1.89","163904.003","826.683",
"Analyte 1237","Class1","925","1.465","496215.448","4391.940","Class1","930","1.43","69982.640","773.533","Class1","930","1.435","1701955.22","3888.503","Class1","930","1.465","214423.739","1884.816","Class1","930","1.45","250916.433","521.113","Class1","930","1.455","167571.092","1525.948","Class1","930","1.455","249639.308","2507.611",
"Benzene, 1-methyl-4-butyl","Class1","930","1.865","221706.914","572.348","Class1","930","1.87","123374.565","406.467","Class1","930","1.805","10553633.4","15736.949","Class1","930","1.885","434927.360","1017.186","Class1","930","1.865","125484.427","521.872","Class1","930","1.865","787203.721","1773.057","Class1","930","1.87","673308.043","1842.262",
"Isoflurane","Class1","935","0.79","1991445.46","36857.125","Class1","935","0.79","2069066.58","41182.250","Class1","935","0.79","253533.670","3964.960","Class1","935","0.79","3760064.82","55913.703","Class1","935","0.79","2274530.91","52315.074","Class1","935","0.79","3328803.38","49895.645","Class1","935","0.79","3558705.93","61469.047",
"nonanol","Class1","935","1.72","283459.473","293.400","Class1","935","1.715","402400.110","571.951","Class1","940","1.645","6343098.05","1658.139","Class1","935","1.73","2133080.48","1733.901","Class1","935","1.73","300377.770","428.475","Class1","930","1.75","5773629.96","1174.441","Class1","935","1.745","341440.550","166.599",
"Isoflurane","Class1","940","0.795","1925776.08","35733.281","Class1","940","0.795","2032072.65","40630.133","Class1","940","0.795","248870.459","3888.156","Class1","940","0.795","3730635.28","55978.777","Class1","940","0.795","2209442.02","51371.094","Class1","940","0.795","3238124.65","48551.566","Class1","940","0.795","3492228.04","60307.848",
"1-Isopropyl-1,4,5-trimethylcyclohexane","Class1","940","1.445","451854.626","2684.598","Class1","940","1.445","313476.938","1970.562","Class1","940","1.425","1935125.58","5906.721","Class1","940","1.455","1047921.11","4722.505","Class1","940","1.45","221958.366","1547.324","Class1","940","1.45","779088.662","3671.115","Class1","940","1.45","1570298.67","6227.001",
"Nonane, 2,5-dimethyl-","Class1","940","1.315","472496.694","1390.455","Class1","940","1.315","176862.225","1254.833","Class1","940","1.285","673301.792","2619.687","Class1","940","1.325","556733.981","2762.267","Class1","945","1.35","476086.842","977.403","Class1","940","1.315","429778.056","2094.610","Class1","940","1.315","504698.274","2888.452",
"Benzene, 1-methyl-4-(1-methylpropyl)-","Class1","940","1.895","226716.760","822.109","Class1","940","1.895","180483.567","608.166","Class1","945","1.81","16009641.7","38092.535","Class1","940","1.915","722160.095","1871.422","Class1","940","1.9","144001.043","665.529","Class1","940","1.895","1102826.15","3438.969","Class1","940","1.9","1064680.04","3011.145",
"4-Nonene","Class1","940","0.915","5340.420","60.855","Class1","950","0.915","17268.550","68.414","Class1","945","0.9","25358.910","95.930","Class1","945","0.915","40053.521","193.105","Class1","945","0.915","77377.791","96.900","Class1","945","0.92","189051.589","213.229","Class1","945","0.92","42282.362","225.467",
"Isoflurane","Class1","945","0.8","1898827.94","35182.426","Class1","945","0.8","1989881.23","39451.184","Class1","945","0.8","485919.937","3731.271","Class1","945","0.8","3689232.69","55648.285","Class1","945","0.8","2147417.67","50127.195","Class1","945","0.8","3196400.94","48240.531","Class1","945","0.8","3433262.47","59341.340",
"Analyte 1290","Class1","945","1.765","30872.626","150.747","Class1","945","1.765","10548.564","113.948","Class1","945","1.71","432823.465","3077.784","Class1","945","1.775","95492.355","296.180","Class1","945","1.775","21212.210","125.456","Class1","945","1.77","54128.338","429.988","Class1","945","1.77","75363.054","376.876",
"Toluene","Class1","950","0.935","11462.537","78.745","Class1","945","0.925","6103.050","48.107","Class1","945","0.92","1129690.34","420.750","Class1","945","0.93","128644.255","113.582","Class1","945","0.93","10444.231","58.858","Class1","950","0.93","471878.091","281.304","Class1","945","0.93","34645.986","128.688",
"Benzene, 1-(1,1-dimethylethyl)-3,5-dimethyl-","Class1","950","1.855","23259.980","197.262","Class1","950","1.86","16101.003","146.188","Class1","955","1.765","165472.155","1051.867","Class1","950","1.865","54817.811","368.970","Class1","945","1.805","51408.953","523.847","Class1","945","1.805","130029.229","918.934","Class1","950","1.865","56353.776","431.394",
"4-Decene, 3-methyl-, (E)-","Class1","950","1.425","354304.436","1941.453","Class1","950","1.425","364737.890","1450.024","Class1","950","1.39","3303792.09","5889.444","Class1","950","1.43","1150711.33","3511.009","Class1","950","1.425","168659.387","1084.433","Class1","950","1.425","1639890.39","2795.831","Class1","950","1.425","1241049.27","4528.856",
"Naphthalene, decahydro-2,6-dimethyl-","Class1","950","1.62","53733.381","336.830","Class1","950","1.61","28777.566","179.561","Class1","950","1.575","3491731.35","17655.707","Class1","950","1.625","111597.761","598.960","Class1","950","1.615","9546.962","111.860","Class1","950","1.62","130757.853","710.547","Class1","950","1.62","246592.285","1340.311",
"1,4-Dimethyladamantane  #","Class1","950","1.795","56792.806","364.856","Class1","950","1.79","43871.677","308.301","Class1","950","1.735","1189027.31","6536.461","Class1","950","1.795","145830.977","760.568","Class1","950","1.795","47850.192","382.869","Class1","950","1.795","180622.698","960.962","Class1","950","1.79","141966.464","838.043",
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane","Class1","950","1.485","620376.503","4571.509","Class1","950","1.48","455194.701","3854.822","Class1","955","1.44","1885062.39","11967.915","Class1","955","1.47","1619122.36","3376.584","Class1","950","1.48","338727.794","3038.032","Class1","950","1.485","1219245.45","7488.624","Class1","950","1.485","1674210.21","11049.625",
"Octane, 3,4,5,6-tetramethyl-","Class1","960","1.32","41269039.6","15878.017","Class1","960","1.32","12697978.9","14655.084","Class1","955","1.33","139824038","19306.879","Class1","960","1.32","21568250.6","115114.641","Class1","960","1.32","10108676.7","13914.600","Class1","965","1.095","30051153.0","5136.144","Class1","965","1.095","26698770.6","3853.229",
"1H-Indene, 2,3-dihydro-1,6-dimethyl-","Class1","960","2.045","150260.778","502.126","Class1","960","2.045","85513.586","285.553","Class1","965","1.935","18450970.4","61612.430","Class1","960","2.045","476231.567","1300.453","Class1","960","2.05","71348.690","296.273","Class1","960","2.045","964382.338","2587.592","Class1","965","2.035","526515.641","1553.952",
"Analyte 1328","Class1","970","1.045","25677.505","158.939","Class1","970","1.04","30219.838","214.597","Class1","970","1.025","50716.415","358.063","Class1","970","1.045","97609.649","502.290","Class1","970","1.04","37951.303","296.794","Class1","970","1.045","69269.450","409.048","Class1","970","1.045","61072.040","368.171",
"2-Decanone","Class1","970","1.76","359343.012","558.947","Class1","970","1.76","361993.531","606.218","Class1","970","1.68","6801341.51","6984.260","Class1","970","1.755","1183437.56","1189.193","Class1","970","1.77","372853.310","614.575","Class1","970","1.755","2395725.63","2544.313","Class1","970","1.78","322950.976","355.376",
"Benzene, 1-methyl-4-(1-methylpropyl)-","Class1","970","1.95","46639.734","202.141","Class1","970","1.945","27359.648","142.654","Class1","970","1.86","4732377.19","17839.158","Class1","970","1.945","126635.523","496.579","Class1","970","1.95","28571.433","171.729","Class1","970","1.95","267940.535","1066.493","Class1","970","1.955","269738.670","1205.042",
"Benzo[c]thiophene","Class1","970","2.74","172204.398","775.338","Class1","970","2.745","75048.941","395.951","Class1","970","2.565","5228388.16","19422.484","Class1","970","2.73","294058.288","1112.421","Class1","970","2.755","87469.179","488.924","Class1","970","2.73","478224.230","1922.449","Class1","970","2.75","360072.170","1340.701",
"Dodecane","Class1","975","1.36","22985045.6","22939.590","Class1","975","1.36","10146352.5","18792.254","Class1","980","1.335","86035731.9","26098.900","Class1","975","1.355","48228759.5","31089.449","Class1","975","1.36","8749380.45","20194.479","Class1","975","1.36","28184668.5","23105.105","Class1","975","1.36","48525294.3","31719.828",
"Benzene, 1-ethyl-2,4,5-trimethyl-","Class1","975","1.935","98068.394","606.505","Class1","975","1.935","103489.464","379.043","Class1","980","1.845","18999101.3","55397.344","Class1","975","1.93","669373.140","2031.609","Class1","975","1.935","81147.176","392.692","Class1","980","1.935","1041961.96","2439.004","Class1","975","1.935","580832.908","3830.577",
"1H-Indene, 2,3-dihydro-1,6-dimethyl-","Class1","980","2.06","110828.801","192.030","Class1","975","2.085","76186.237","176.521","Class1","980","1.965","16939244.1","48020.070","Class1","975","2.075","400492.386","805.224","Class1","975","2.085","27976.907","181.555","Class1","975","2.08","759967.276","1383.137","Class1","975","2.085","467775.497","932.517",
"1-Butoxy-2-ethylhexane","Class1","980","1.46","354938.843","2385.773","Class1","980","1.46","378254.947","2328.704","Class1","985","1.405","1120323.97","1927.728","Class1","980","1.455","1107924.83","5137.512","Class1","980","1.455","342020.140","2581.099","Class1","980","1.46","1217325.28","5321.875","Class1","980","1.46","644227.326","3536.870",
"Decanal","Class1","985","1.735","1251393.87","1413.179","Class1","985","1.74","708282.819","967.816","Class1","990","1.65","9231374.08","3700.835","Class1","985","1.735","2430617.82","1970.161","Class1","985","1.74","641534.960","866.805","Class1","985","1.74","5514791.19","3632.424","Class1","985","1.745","500960.314","439.888",
"Analyte 1363","Class1","990","1.825","28837.830","190.329","Class1","990","1.825","22878.493","161.246","Class1","990","1.76","1563947.15","8485.197","Class1","990","1.82","77545.466","402.569","Class1","990","1.825","23037.615","177.875","Class1","990","1.83","126616.947","662.733","Class1","990","1.83","93235.035","547.294",
"Benzene, 1,4-diethyl-2-methyl-","Class1","995","1.935","52303.259","331.645","Class1","995","1.94","30830.125","208.803","Class1","995","1.85","6386740.40","32850.203","Class1","995","1.935","218327.643","1044.881","Class1","995","1.94","22319.240","176.171","Class1","995","1.935","356732.530","1991.796","Class1","995","1.94","277649.398","1729.663",
"3-Dodecyne","Class1","1000","1.51","306250.243","898.921","Class1","995","1.515","286617.407","229.413","Class1","990","1.585","1583217.22","2544.637","Class1","1000","1.51","437628.758","1124.522","Class1","1000","1.51","125775.422","587.769","Class1","1000","1.51","491036.875","1345.753","Class1","1000","1.51","231231.852","410.811",
"Benzofuran, 4,7-dimethyl-","Class1","1000","2.215","33408.242","121.156","Class1","1000","2.225","15202.456","77.567","Class1","1005","2.065","1274735.71","2966.341","Class1","1000","2.225","112362.499","271.985","Class1","1000","2.245","25932.882","102.821","Class1","1000","2.205","123274.902","514.231","Class1","1000","2.23","58107.734","240.607",
"Naphthalene, 1,2,3,4-tetrahydro-2-methyl-","Class1","1005","2.085","36687.515","157.784","Class1","1005","2.09","32771.682","120.599","Class1","1005","1.99","6095001.66","21472.193","Class1","1005","2.08","139761.138","388.235","Class1","1005","2.09","28838.953","117.088","Class1","1005","2.08","377274.615","1148.657","Class1","1005","2.08","197272.943","634.436",
"Benzene, 1-(1-methylethenyl)-3-(1-methylethyl)-","Class1","1010","1.87","305066.607","1568.877","Class1","1010","1.87","1970361.81","10261.036","Class1","1010","1.79","7590765.37","42031.617","Class1","1010","1.865","5185726.49","19182.727","Class1","1010","1.875","51801.241","252.787","Class1","1010","1.875","46128451.4","120762.609","Class1","1010","1.865","10798634.5","57152.262",
"2-Ethylhexyl acrylate","Class1","1020","1.67","83348.721","106.056","Class1","1020","1.665","50199.663","68.486","Class1","1020","1.61","32963789.1","16139.838","Class1","1020","1.67","311541.996","296.651","Class1","1020","1.68","72264.035","67.115","Class1","1020","1.67","784136.771","556.272","Class1","1020","1.67","240533.395","385.360",
"Benzothiazole","Class1","1020","2.895","599704.145","1642.630","Class1","1020","2.91","633175.095","1407.498","Class1","1020","2.71","16137303.3","34385.652","Class1","1020","2.89","5229323.46","7218.005","Class1","1020","2.915","934716.420","1915.237","Class1","1020","2.885","10953180.7","16056.813","Class1","1020","2.93","916337.943","1468.895",
"Isoflurane","Class1","1025","0.81","11548193.2","48381.328","Class1","1025","0.815","12271107.6","50855.980","Class1","1020","0.805","4552284.35","14498.405","Class1","1020","0.815","15933878.1","40766.547","Class1","1020","0.815","13517273.4","62643.914","Class1","1020","0.82","17743767.4","40653.887","Class1","1025","0.815","20099441.9","52181.621",
"Decane, 2,6,8-trimethyl-","Class1","1025","1.32","3490177.96","9236.724","Class1","1030","1.3","2877256.65","4010.710","Class1","1035","1.27","61466909.0","26169.762","Class1","1030","1.295","10771775.5","7514.535","Class1","1030","1.295","4043855.74","3745.000","Class1","1030","1.3","25646131.1","7192.655","Class1","1030","1.305","19654671.4","13214.973",
"Benzene, (1-ethyl-1-propenyl)-","Class1","1030","2.04","57135.144","191.504","Class1","1030","2.04","39787.514","143.982","Class1","1030","1.935","7724494.61","21000.783","Class1","1030","2.035","191934.575","572.692","Class1","1030","2.035","21752.737","141.825","Class1","1030","2.04","426335.057","1204.580","Class1","1030","2.045","226448.167","690.557",
"Cyclohexane, isothiocyanato-","Class1","1030","2.305","146789.961","914.494","Class1","1030","2.31","100980.397","637.690","Class1","1030","2.175","927284.276","5120.838","Class1","1030","2.3","287328.868","1181.173","Class1","1030","2.305","94693.026","625.770","Class1","1030","2.305","327155.867","1485.464","Class1","1030","2.31","248541.433","1190.723",
"Cyclopentane, pentyl-","Class1","1035","1.43","598915.260","1829.431","Class1","1035","1.43","448926.866","1338.005","Class1","1035","1.395","17973871.1","14802.057","Class1","1035","1.43","1125448.68","2848.351","Class1","1035","1.43","256101.294","1243.497","Class1","1035","1.43","535495.065","1161.047","Class1","1035","1.43","989095.506","2709.843",
"Nonanoic acid, pentafluorophenyl ester","Class1","1040","1.54","7096616.09","40657.922","Class1","1040","1.545","6125004.75","35230.168","Class1","1040","1.5","24657082.2","71896.000","Class1","1040","1.54","22193772.4","83050.953","Class1","1040","1.54","5161900.42","37981.426","Class1","1040","1.545","17907044.2","71853.805","Class1","1040","1.54","7498870.44","42453.879",
"Benzene, 1-(1-methylethenyl)-3-(1-methylethyl)-","Class1","1040","1.825","226148.338","1776.979","Class1","1040","1.82","1482841.77","13970.205","Class1","1040","1.745","8083871.94","32146.639","Class1","1040","1.82","3859387.31","29220.512","Class1","1040","1.825","46608.021","406.736","Class1","1040","1.815","29626244.5","126740.836","Class1","1040","1.82","4113972.09","37628.953",
"4-Nonene","Class1","1045","0.88","12576.727","151.430","Class1","1040","0.87","6640.370","86.234","Class1","1045","0.87","27144.331","212.706","Class1","1040","0.87","61159.436","373.524","Class1","1040","0.865","31795.085","171.999","Class1","1040","0.875","228851.642","353.224","Class1","1040","0.875","42024.553","290.343",
"o-Xylene","Class1","1045","0.96","135706.772","392.193","Class1","1045","0.955","472114.155","589.808","Class1","1045","0.955","1069641.06","2285.281","Class1","1045","0.965","517002.117","1352.092","Class1","1050","0.98","1042889.61","564.861","Class1","1045","0.965","865726.827","2335.961","Class1","1045","0.955","961372.145","1489.661",
"o-Xylene","Class1","1050","0.975","406862.313","444.564","Class1","1050","0.975","2604089.84","613.406","Class1","1050","0.965","2417169.85","2128.606","Class1","1050","0.975","8484794.04","877.308","Class1","1045","0.965","139889.420","659.482","Class1","1050","0.98","2530694.23","2279.908","Class1","1050","0.975","1468183.13","1703.673",
"1H-Indene, 2,3-dihydro-4,7-dimethyl-","Class1","1050","2.03","69413.772","427.707","Class1","1050","2.03","41591.015","281.302","Class1","1050","1.935","10659522.4","48466.480","Class1","1050","2.03","302063.840","1508.729","Class1","1050","2.035","30832.306","230.860","Class1","1050","2.03","600961.097","3307.213","Class1","1050","2.03","295889.852","1686.771",
"Nonanoic acid, pentafluorophenyl ester","Class1","1055","1.56","2848865.45","18532.967","Class1","1055","1.555","2496642.53","18257.080","Class1","1055","1.51","8919737.34","34502.156","Class1","1055","1.555","9824527.20","49715.703","Class1","1055","1.56","2478271.86","21805.688","Class1","1055","1.555","10045508.3","51684.691","Class1","1055","1.56","4820298.84","30884.951",
"Caprolactam","Class1","1060","3.01","55470.400","135.010","Class1","1060","3.035","44491.918","108.363","Class1","1055","3.065","7907820.61","10378.351","Class1","1055","3.085","824844.310","1042.351","Class1","1060","3.08","73731.580","126.184","Class1","1055","3.095","1353771.66","1405.046","Class1","1055","3.11","627253.647","552.443",
"Benzene, hexyl-","Class1","1060","1.75","175103.469","663.272","Class1","1060","1.75","88387.445","354.255","Class1","1060","1.67","5160862.61","9986.798","Class1","1060","1.74","241224.630","844.288","Class1","1060","1.77","69886.216","387.239","Class1","1060","1.74","474197.758","1769.475","Class1","1060","1.765","364003.330","1308.465",
"Octane, 2,5,6-trimethyl-","Class1","1065","0.915","78979.459","130.540","Class1","1065","0.915","61988.696","101.525","Class1","1060","0.915","98546.790","144.500","Class1","1060","0.92","140601.167","208.592","Class1","1065","0.93","31784.477","110.884","Class1","1065","0.915","477816.607","460.611","Class1","1065","0.93","101391.753","318.286",
